Num_Acc;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp
202100039602;130A 799;Z01;10;3;4;1;1956;5;0;0;-1;2;3;1
202100004453;193A 806;A01;1;1;3;1;1980;5;1;-1;-1;0;0;-1
202100003686;195A 163;B01;2;2;1;1;2002;5;2;6;-1;-1;-1;-1
202100017489;170A 362;B01;1;1;4;2;1990;9;2;0;-1;0;0;-1
202100055837;102A 068;A01;1;1;1;2;1990;0;1;0;-1;-1;-1;-1
202100018617;168A 359;B01;1;1;4;2;1974;9;2;8;-1;-1;-1;-1
202100012572;179A 242;A01;10;3;3;1;1942;5;0;-1;-1;1;3;1
202100001564;199A 013;A01;1;1;4;1;1978;1;1;0;-1;-1;-1;-1
202100016299;172A 499;A01;10;3;3;2;1952;3;8;-1;-1;2;3;1
202100051418;109A 782;A01;1;1;4;1;1999;4;2;8;-1;-1;-1;-1
202100030998;146A 325;A01;2;2;4;2;2001;0;1;0;-1;-1;-1;-1
202100029269;149A 446;B01;1;1;2;2;1971;5;1;8;-1;-1;-1;-1
202100012822;178A 802;A01;1;1;4;1;1977;9;1;8;-1;-1;-1;-1
202100033868;141A 222;B01;1;1;1;2;1958;1;1;0;-1;0;0;-1
202100021865;162A 551;A01;1;1;4;2;1947;0;1;-1;-1;0;0;-1
202100037541;134A 560;A01;1;1;4;1;1979;5;1;-1;-1;-1;-1;-1
202100047314;117A 194;C01;1;1;4;2;1976;9;1;0;-1;-1;-1;-1
202100001975;198A 271;B01;1;1;4;2;1985;4;1;0;-1;-1;-1;-1
202100041217;127A 931;A01;1;1;3;2;1952;0;0;-1;-1;0;0;-1
202100006451;190A 266;A01;1;1;1;1;1945;3;1;-1;-1;0;0;-1
202100027369;152A 795;A01;1;1;4;2;1948;3;1;8;-1;-1;-1;-1
202100033662;141A 593;SA01;2;2;4;1;2003;0;8;0;-1;0;-1;-1
202100022765;160A 906;A01;1;1;4;1;1996;1;1;-1;-1;-1;-1;-1
202100016179;172A 719;A01;1;1;1;1;1972;9;1;0;-1;-1;-1;-1
202100043947;123A 123;A01;1;1;3;1;1935;5;1;-1;-1;0;0;-1
202100004064;194A 484;A01;1;1;1;1;1978;0;1;-1;-1;-1;-1;-1
202100009596;184A 553;B01;3;2;4;2;2002;0;1;0;-1;-1;-1;-1
202100010076;183A 687;B01;2;2;1;2;1965;5;1;-1;-1;0;0;-1
202100027163;153A 166;A01;9;2;4;2;2020;0;3;-1;-1;0;0;-1
202100023617;159A 410;A01;1;1;1;1;1966;9;1;0;-1;0;0;-1
202100036895;135A 751;A01;1;1;4;1;1979;0;2;6;-1;0;0;-1
202100001290;199A 458;A01;1;1;3;1;1987;0;1;0;-1;0;0;-1
202100038849;132A 186;A01;1;1;3;2;2007;5;0;-1;-1;0;0;-1
202100001445;199A 200;A01;1;1;1;1;1993;5;8;0;-1;-1;-1;-1
202100054241;104A 799;A01;1;1;4;2;1992;5;8;0;-1;0;0;-1
202100036917;135A 713;A01;1;1;4;1;1992;0;2;-1;-1;0;0;-1
202100008905;185A 822;B01;1;1;1;1;1993;1;0;-1;-1;0;0;-1
202100019756;166A 330;A01;1;1;4;1;1971;4;1;4;9;0;0;-1
202100033928;141A 115;A01;1;1;4;1;1981;5;1;-1;-1;0;0;-1
202100053684;105A 776;A01;1;1;1;1;1964;4;8;-1;-1;0;0;-1
202100018170;169A 131;A01;10;3;4;2;1940;5;0;-1;-1;3;3;1
202100016887;171A 438;A01;1;1;1;2;1978;1;1;-1;-1;-1;-1;-1
202100055006;103A 488;A01;1;1;1;1;1972;5;8;8;-1;0;0;-1
202100046206;119A 176;A01;1;1;4;2;1978;0;1;5;-1;-1;-1;-1
202100031182;145A 998;B01;1;1;4;1;1990;5;2;6;-1;0;0;-1
202100052427;108A 001;A01;1;1;4;1;1975;5;2;6;-1;-1;-1;-1
202100009180;185A 300;C01;1;1;1;1;1983;0;1;0;-1;-1;-1;-1
202100005190;192A 500;B01;1;1;1;1;1978;1;1;-1;-1;-1;-1;-1
202100025791;155A 589;A01;10;3;3;1;1947;3;0;-1;-1;3;3;1
202100013016;178A 482;B01;2;2;4;1;1999;0;2;0;-1;-1;-1;-1
202100000917;200A 106;A01;1;1;1;1;1968;0;1;-1;-1;0;0;-1
202100008964;185A 694;A01;10;3;4;1;1962;4;0;-1;-1;1;A;1
202100046921;117A 904;B01;1;1;4;1;1985;0;2;0;-1;-1;-1;-1
202100050064;112A 253;A01;1;1;1;1;1985;4;8;0;-1;0;0;-1
202100053546;106A 006;A01;1;1;1;2;2000;9;1;-1;-1;-1;-1;-1
202100017803;169A 797;A01;10;3;3;2;1946;5;0;-1;-1;2;3;1
202100011475;181A 214;A01;2;2;4;1;2003;5;8;-1;-1;0;0;-1
202100052945;107A 084;A01;1;1;1;1;1953;4;1;-1;-1;0;0;-1
202100003982;194A 634;A01;1;1;1;2;1993;1;1;0;-1;-1;-1;-1
202100022600;161A 217;A01;10;3;4;2;1980;0;0;-1;-1;4;3;1
202100027491;152A 587;A01;1;1;4;1;2002;0;8;0;-1;-1;-1;-1
202100018762;168A 103;A01;1;1;4;1;1965;0;2;0;-1;-1;-1;-1
202100043779;123A 429;A01;10;3;3;1;1958;5;8;8;-1;1;1;1
202100018316;168A 884;B01;1;1;1;1;1997;0;1;-1;-1;-1;-1;-1
202100033576;141A 749;A01;1;1;4;1;1983;5;2;8;-1;-1;-1;-1
202100009514;184A 706;A01;2;2;4;2;2001;0;1;-1;-1;0;0;-1
202100030165;147A 848;A01;1;1;1;1;1964;9;1;-1;-1;-1;-1;-1
202100016079;172A 904;A01;2;1;3;1;1975;0;2;0;-1;-1;-1;-1
202100046901;117A 939;B01;1;1;4;1;2008;2;0;0;-1;-1;-1;-1
202100003502;195A 488;A01;1;1;1;1;1979;0;1;0;-1;-1;-1;-1
202100028939;150A 000;A01;1;1;4;1;1970;5;0;-1;-1;0;0;-1
202100003183;196A 079;A01;1;1;1;1;1968;0;1;-1;-1;0;0;-1
202100051777;109A 146;B01;3;2;4;2;2001;0;1;-1;-1;-1;-1;-1
202100030958;146A 416;A01;1;1;4;1;2001;5;1;0;-1;-1;-1;-1
202100047999;115A 938;A01;1;1;1;2;1987;1;1;-1;-1;0;0;-1
202100030610;147A 038;B01;2;2;4;1;1948;5;1;8;-1;-1;-1;-1
202100014210;176A 292;A01;1;1;4;1;1969;5;2;6;-1;0;0;-1
202100027232;153A 042;B01;1;1;4;2;1973;3;0;-1;-1;0;0;-1
202100047549;116A 775;A01;1;1;3;2;1983;0;1;-1;-1;0;0;-1
202100020898;164A 295;B01;2;2;4;2;2003;5;2;-1;-1;0;0;-1
202100052996;106A 990;B01;2;2;4;1;1999;9;1;0;-1;-1;-1;-1
202100025524;156A 046;B01;1;1;4;1;1955;9;1;-1;-1;0;0;-1
202100054853;103A 753;B01;1;1;3;1;1995;0;2;-1;-1;-1;-1;-1
202100024519;157A 831;B01;1;1;3;1;1998;0;0;0;-1;0;0;-1
202100046132;119A 303;C01;1;1;1;1;1959;0;8;0;-1;0;0;-1
202100053257;106A 535;B01;1;1;1;1;1981;0;2;6;-1;-1;-1;-1
202100039112;131A 718;A01;1;1;4;1;2000;4;2;6;-1;-1;-1;-1
202100025829;155A 523;A01;2;2;3;1;1995;0;0;-1;-1;0;0;-1
202100001504;199A 103;B01;1;1;4;1;2002;4;1;0;-1;-1;-1;-1
202100028200;151A 285;A01;1;1;3;1;1980;5;2;6;9;0;0;-1
202100048639;114A 815;B01;1;1;4;1;1981;0;8;0;-1;-1;-1;-1
202100032894;142A 962;B01;1;1;1;1;1977;0;1;8;-1;0;0;-1
202100056237;101A 372;A01;10;3;4;1;2011;2;0;-1;-1;2;3;1
202100025204;156A 611;C01;1;1;1;1;1983;5;1;-1;-1;0;0;-1
202100052849;107A 251;C01;1;1;3;1;1973;0;2;0;-1;-1;-1;-1
202100020571;164A 861;B01;5;2;3;2;2001;9;2;0;-1;0;0;-1
202100016879;171A 452;A01;1;1;1;2;1998;4;1;8;-1;-1;-1;-1
202100007422;188A 491;A01;1;1;4;1;1990;1;1;-1;-1;-1;-1;-1
202100031415;145A 594;B01;1;1;4;1;1978;5;2;6;-1;0;0;-1
202100044178;122A 706;A01;1;1;4;2;1991;3;1;0;-1;-1;-1;-1
202100007135;189A 017;B01;2;2;4;2;1984;2;1;0;-1;-1;-1;-1
202100051146;110A 248;B01;1;1;4;1;1951;5;2;0;-1;-1;0;-1
202100022443;161A 521;B01;1;1;4;2;1993;1;1;-1;-1;-1;-1;-1
202100031210;145A 951;B01;1;1;1;1;1995;3;2;6;-1;-1;-1;-1
202100051906;108A 920;A01;1;1;1;1;1997;9;1;0;-1;-1;-1;-1
202100045335;120A 704;B01;1;1;4;1;1981;0;8;0;-1;-1;-1;-1
202100012175;179A 958;A01;2;2;1;1;2005;0;1;0;-1;-1;-1;-1
202100006424;190A 312;A01;1;1;4;1;1984;0;1;-1;-1;-1;-1;-1
202100044902;121A 460;A01;1;1;4;1;1978;0;2;6;-1;-1;-1;-1
202100005551;191A 880;B01;1;1;1;1;1992;4;1;0;-1;-1;-1;-1
202100036876;135A 780;A01;1;1;1;1;1977;5;1;-1;-1;0;0;-1
202100026512;154A 310;B01;1;1;4;2;1999;1;1;0;-1;0;-1;-1
202100009147;185A 361;A01;1;1;3;1;1985;5;1;9;-1;0;0;-1
202100048056;115A 843;A01;1;1;3;2;1980;9;1;-1;-1;0;0;-1
202100007544;188A 258;B01;1;1;4;1;1993;0;8;0;-1;-1;-1;-1
202100054709;103A 998;B01;1;1;3;1;1970;1;1;-1;-1;0;0;-1
202100026597;154A 162;A01;1;1;4;1;1971;4;1;0;-1;-1;-1;-1
202100023769;159A 131;A01;1;1;3;1;1960;5;2;6;-1;0;0;-1
202100055365;102A 874;A01;10;3;4;1;1976;4;0;-1;-1;2;A;1
202100018632;168A 331;A01;1;1;3;1;1991;5;0;-1;-1;0;0;-1
202100049716;112A 877;A01;2;2;1;1;1980;5;8;-1;-1;0;0;-1
202100048760;114A 607;B01;1;1;1;1;1977;4;1;8;-1;-1;-1;-1
202100050018;112A 336;A01;1;1;1;1;1933;5;1;8;-1;-1;-1;-1
202100028084;151A 509;A01;1;1;4;1;1992;0;2;6;-1;-1;-1;-1
202100054887;103A 699;A01;1;1;1;1;1988;1;1;0;-1;-1;-1;-1
202100004816;193A 175;A01;2;2;4;2;1947;5;1;0;-1;0;0;-1
202100002398;197A 493;A01;1;1;1;2;2000;5;1;0;-1;-1;-1;-1
202100041258;127A 850;A01;10;3;3;2;1934;5;0;-1;-1;3;3;1
202100038328;133A 127;B01;1;1;4;2;1975;5;1;0;-1;-1;-1;-1
202100046512;118A 645;B01;1;1;1;2;1987;9;1;0;-1;0;0;-1
202100028451;150A 858;A01;1;1;4;1;1995;0;2;0;-1;-1;-1;-1
202100051333;109A 914;A01;2;1;4;1;1991;4;2;6;-1;-1;-1;-1
202100032329;143A 969;Z01;10;3;4;1;1968;5;0;-1;-1;4;3;1
202100018954;167A 763;A01;1;1;4;2;2010;2;8;0;-1;-1;-1;-1
202100042322;125A 974;A01;1;1;4;1;1988;0;1;0;-1;-1;-1;-1
202100053903;105A 400;A01;1;1;3;1;1997;5;2;6;-1;0;0;-1
202100017228;170A 851;A01;2;2;3;1;2002;5;8;-1;-1;0;0;-1
202100056225;101A 396;A01;2;1;4;1;1965;0;2;0;-1;-1;-1;-1
202100023500;159A 626;B01;1;1;2;2;1938;5;0;-1;-1;0;0;-1
202100011151;181A 799;A01;1;1;4;1;2002;1;1;-1;-1;0;0;-1
202100032850;143A 049;A01;10;3;4;1;1957;5;0;-1;-1;5;3;1
202100028314;151A 083;A01;1;1;4;1;1988;9;2;0;-1;0;0;-1
202100043190;124A 460;B01;1;1;3;1;1975;5;8;8;-1;0;0;-1
202100048400;115A 243;A01;1;1;1;1;1951;5;1;0;-1;0;0;-1
202100019797;166A 263;B01;1;1;4;2;1968;5;0;-1;-1;0;0;-1
202100016355;172A 399;A01;10;3;4;2;1959;5;0;-1;-1;2;3;1
202100044277;122A 523;A01;1;1;3;1;1998;0;2;6;-1;-1;-1;-1
202100022783;160A 876;A01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
202100023916;158A 884;B01;1;1;4;2;1991;4;2;0;-1;-1;-1;-1
202100020120;165A 661;A01;1;1;1;2;1995;1;1;0;-1;-1;-1;-1
202100008008;187A 418;B01;1;1;1;1;2001;0;1;0;-1;0;0;-1
202100015379;174A 218;A01;1;1;1;1;1982;4;1;-1;-1;0;0;-1
202100002658;197A 031;B01;1;1;1;2;1984;0;1;0;-1;-1;-1;-1
202100030500;147A 250;A01;1;1;4;1;1946;5;1;0;-1;-1;-1;-1
202100014725;175A 394;A01;1;1;1;2;1982;5;1;-1;-1;-1;-1;-1
202100034753;139A 590;A01;1;1;1;1;1971;4;1;0;-1;-1;-1;-1
202100007748;187A 905;A01;1;1;1;1;1963;9;1;0;-1;-1;-1;-1
202100010062;183A 707;A01;1;1;3;2;1946;5;0;-1;-1;0;0;-1
202100028266;151A 168;A01;1;1;1;1;1982;3;1;-1;-1;0;0;-1
202100008467;186A 603;B01;1;1;4;1;1958;5;2;0;-1;-1;-1;-1
202100034410;140A 224;C01;1;1;1;1;1973;4;1;-1;-1;-1;-1;-1
202100034689;139A 719;B01;1;1;4;1;1997;0;1;5;-1;0;0;-1
202100053464;106A 153;A01;1;1;1;2;1956;0;1;-1;-1;0;0;-1
202100036553;136A 380;A01;1;1;2;1;1997;5;8;-1;-1;0;0;-1
202100029755;148A 602;A01;1;1;1;1;1996;0;1;0;-1;-1;-1;-1
202100004333;194A 012;A01;1;1;1;1;1948;5;1;-1;-1;0;0;-1
202100029676;148A 749;A01;1;1;4;1;2001;5;1;-1;-1;0;0;-1
202100021770;162A 714;A01;1;1;1;1;1996;0;1;0;-1;-1;-1;-1
202100014886;175A 103;A01;1;1;1;2;1971;0;1;-1;-1;0;0;-1
202100014455;175A 863;B01;1;1;1;2;1989;0;1;-1;-1;0;0;-1
202100025432;156A 203;A01;1;1;2;1;1974;5;1;0;-1;-1;-1;-1
202100030594;147A 067;Z01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
202100015449;174A 090;A01;1;1;1;1;1997;0;1;0;-1;-1;-1;-1
202100052144;108A 504;A01;1;1;4;2;1974;5;2;0;-1;0;0;-1
202100023413;159A 769;A01;1;1;1;2;1989;5;1;0;-1;-1;-1;-1
202100048907;114A 338;B01;2;2;1;2;2003;5;1;-1;-1;0;0;-1
202100010957;182A 142;A01;1;1;1;1;1988;4;8;-1;-1;0;0;-1
202100050538;111A 361;B01;3;2;1;1;1999;0;1;0;-1;-1;-1;-1
202100000723;200A 416;A01;1;1;1;1;1966;4;1;0;-1;-1;-1;-1
202100020610;164A 786;B01;1;1;1;1;1961;4;1;-1;-1;0;0;-1
202100050385;111A 635;A01;2;2;1;1;1979;9;1;8;-1;-1;-1;-1
202100042395;125A 850;A01;1;1;4;1;1974;0;1;-1;-1;0;0;-1
202100035783;137A 744;B01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
202100048718;114A 677;A01;1;1;1;2;1995;1;1;0;-1;-1;-1;-1
202100021149;163A 857;B01;1;1;1;1;1992;0;8;-1;-1;0;0;-1
202100029212;149A 540;B01;1;1;1;1;1963;0;1;-1;-1;0;0;-1
202100049300;113A 637;B01;1;1;1;1;1990;1;2;6;-1;-1;-1;-1
202100005391;192A 155;A01;10;3;4;1;2019;5;0;-1;-1;2;3;2
202100031264;145A 858;C01;1;1;1;1;1972;0;1;-1;-1;0;0;-1
202100049620;113A 048;A01;1;1;1;2;1984;0;1;8;-1;-1;-1;-1
202100040381;129A 425;A01;1;1;1;2;1984;2;1;0;-1;-1;-1;-1
202100016762;171A 659;A01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
202100025118;156A 756;A01;1;1;3;1;1952;0;1;0;-1;-1;-1;-1
202100017937;169A 562;A01;1;1;1;2;1940;0;1;-1;-1;0;0;-1
202100037629;134A 399;B01;1;1;4;1;1993;0;2;6;-1;-1;-1;-1
202100004994;192A 862;A01;1;1;1;2;1968;4;1;-1;-1;0;0;-1
202100012125;180A 040;A01;1;1;2;1;1954;5;0;-1;-1;0;0;-1
202100009101;185A 439;A01;1;1;1;1;1991;1;1;0;-1;-1;-1;-1
202100017615;170A 132;B01;1;1;1;1;1972;0;1;0;-1;-1;-1;-1
202100015420;174A 143;A01;10;3;4;2;1951;5;0;-1;-1;2;3;1
202100008792;186A 031;A01;1;1;1;1;1973;4;0;-1;-1;0;0;-1
202100001122;199A 763;B01;1;1;1;1;1976;5;0;-1;-1;0;0;-1
202100014993;174A 903;A01;1;1;1;2;1992;0;1;0;-1;-1;-1;-1
202100051528;109A 589;A01;1;1;2;1;1979;5;0;-1;-1;0;0;-1
202100022519;161A 377;B01;1;1;3;1;1975;1;2;6;-1;0;0;-1
202100056382;101A 120;B01;2;2;1;2;2003;0;1;0;-1;-1;-1;-1
202100051445;109A 740;A01;10;3;4;1;2014;9;0;-1;-1;3;5;1
202100005482;191A 992;A01;1;1;4;1;1997;5;1;0;-1;-1;-1;-1
202100031429;145A 562;A01;2;2;4;1;2004;5;2;0;-1;-1;-1;-1
202100001869;198A 452;E01;1;1;1;2;1994;1;1;0;-1;0;0;-1
202100024827;157A 280;A01;1;1;1;1;1973;4;1;-1;-1;0;0;-1
202100052608;107A 684;B01;1;1;3;1;1942;5;2;-1;-1;0;0;-1
202100050410;111A 590;B01;1;1;1;1;1984;4;1;-1;-1;0;0;-1
202100019532;166A 718;A01;1;1;3;2;1972;5;2;6;-1;0;0;-1
202100015077;174A 757;B01;1;1;4;1;1973;4;1;8;-1;0;0;-1
202100035269;138A 658;A01;10;3;4;2;1943;5;0;-1;-1;1;3;1
202100028892;150A 078;A01;2;2;3;2;1995;5;1;-1;-1;0;0;-1
202100055277;103A 014;B01;1;1;4;1;2008;2;8;0;-1;-1;-1;-1
202100054413;104A 492;B01;1;1;4;1;1996;0;2;-1;-1;-1;-1;-1
202100054510;104A 338;A01;1;1;4;1;1955;9;1;7;-1;0;0;-1
202100040263;129A 635;A01;1;1;3;1;1967;5;2;6;-1;0;0;-1
202100008560;186A 434;A01;2;2;1;1;1999;5;8;-1;-1;0;0;-1
202100032810;143A 130;B01;1;1;4;1;1960;0;2;0;-1;-1;-1;-1
202100011951;180A 362;A01;1;1;4;1;1960;0;1;8;-1;-1;-1;-1
202100020824;164A 422;B01;1;1;1;1;2001;2;1;0;-1;-1;-1;-1
202100039266;131A 417;A01;1;1;1;2;1991;0;1;-1;-1;0;0;-1
202100030848;146A 624;B01;1;1;4;1;2005;5;2;0;-1;-1;-1;-1
202100022506;161A 402;A01;1;1;4;1;1983;0;8;-1;-1;0;0;-1
202100018989;167A 690;Z01;10;3;4;2;1948;5;0;-1;-1;2;3;1
202100049913;112A 519;A01;2;2;1;1;1967;4;1;-1;-1;0;0;-1
202100008844;185A 931;A01;2;2;1;2;1995;5;1;0;-1;0;0;-1
202100005078;192A 700;A01;1;1;3;1;1992;0;8;0;-1;-1;-1;-1
202100000651;200A 549;A01;1;1;1;1;1958;0;1;0;-1;-1;-1;-1
202100034274;140A 476;B01;1;1;1;2;1995;0;1;8;-1;-1;-1;-1
202100024978;157A 012;A01;1;1;4;1;1997;1;2;6;-1;-1;-1;-1
202100030841;146A 636;A01;2;2;1;2;1998;5;1;0;-1;-1;-1;-1
202100044565;122A 057;B01;10;3;4;2;1988;1;0;-1;-1;3;3;1
202100011592;181A 006;A01;1;1;4;1;2002;0;2;6;-1;-1;-1;-1
202100052705;107A 521;B01;1;1;1;1;1984;1;8;0;-1;-1;-1;-1
202100029343;149A 316;A01;2;2;4;2;2002;9;8;0;-1;-1;-1;-1
202100040609;129A 026;A01;1;1;3;1;1981;5;2;8;-1;0;0;-1
202100019289;167A 157;A01;1;1;3;2;2004;5;2;6;-1;0;0;-1
202100045313;120A 734;A01;1;1;3;1;2003;5;2;-1;-1;0;0;-1
202100010713;182A 577;A01;1;1;1;1;1993;4;1;0;-1;-1;-1;-1
202100027838;151A 955;A01;1;1;3;1;1997;0;2;-1;-1;0;0;-1
202100038527;132A 773;B01;1;1;4;1;1990;9;2;6;-1;0;0;-1
202100027740;152A 128;B01;2;2;4;2;1975;5;1;-1;-1;-1;-1;-1
202100032563;143A 564;A01;1;1;3;1;1970;5;2;6;9;0;0;-1
202100028890;150A 082;A01;1;1;1;2;1942;0;1;-1;-1;0;0;-1
202100044982;121A 326;A01;1;1;1;1;1991;9;1;5;-1;-1;-1;-1
202100047463;116A 926;A01;1;1;1;1;1996;1;1;0;-1;-1;0;-1
202100051781;109A 141;A01;1;1;1;1;1985;5;8;0;-1;-1;0;-1
202100042392;125A 855;A01;1;1;3;1;1965;1;1;-1;-1;0;0;-1
202100029899;148A 358;A01;1;1;4;1;1985;5;1;-1;-1;0;0;-1
202100000172;201A 437;A01;1;1;4;1;2006;0;2;6;-1;-1;-1;-1
202100011530;181A 107;A01;10;3;4;1;1980;1;8;8;-1;9;9;1
202100004449;193A 811;A01;2;2;4;1;1995;0;2;-1;-1;0;0;-1
202100013218;178A 112;A01;1;1;1;2;1977;5;1;-1;-1;-1;0;-1
202100006138;190A 838;B01;1;1;4;2;1946;5;1;-1;-1;0;0;-1
202100025206;156A 608;B01;7;2;1;2;2011;5;1;3;-1;0;0;-1
202100007212;188A 865;A01;1;1;1;2;1995;0;1;0;-1;0;0;-1
202100046264;119A 079;A01;1;1;4;1;1977;5;2;6;9;0;0;-1
202100037749;134A 193;A01;1;1;4;1;1995;0;1;8;-1;-1;-1;-1
202100054532;104A 300;B01;1;1;4;1;1983;1;2;0;-1;-1;-1;-1
202100033348;142A 157;B01;1;1;4;2;1953;5;1;8;-1;-1;-1;-1
202100044322;122A 444;B01;1;1;3;1;2005;0;2;-1;-1;0;0;-1
202100020295;165A 359;A01;1;1;1;1;1994;9;1;-1;-1;-1;-1;-1
202100012073;180A 133;A01;1;1;4;2;1994;0;2;8;-1;-1;-1;-1
202100047384;117A 072;B01;1;1;1;1;1980;4;1;4;-1;0;0;-1
202100018599;168A 390;A01;1;1;4;1;2002;5;1;0;-1;0;0;-1
202100054877;103A 717;A01;1;1;1;1;2000;9;1;-1;-1;-1;-1;-1
202100020950;164A 214;B01;1;1;4;1;1983;1;1;-1;-1;0;0;-1
202100030314;147A 577;B01;1;1;2;1;1979;0;2;6;-1;-1;-1;-1
202100028026;151A 616;B01;1;1;4;1;2002;4;1;-1;-1;0;0;-1
202100004378;193A 932;A01;1;1;4;1;1968;0;1;0;-1;-1;-1;-1
202100053609;105A 894;A01;1;1;1;2;1991;1;8;0;-1;-1;-1;-1
202100012176;179A 956;A01;1;1;1;2;1981;0;1;0;-1;-1;-1;-1
202100032276;144A 067;A01;10;3;4;1;2018;9;0;-1;-1;2;5;1
202100035619;138A 051;B01;1;1;1;2;1973;2;1;-1;-1;0;0;-1
202100055469;102A 695;A01;1;1;1;1;1959;4;1;0;-1;-1;-1;-1
202100033095;142A 590;A01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
202100035828;137A 665;A01;1;1;3;1;1969;5;2;6;-1;0;0;-1
202100033141;142A 518;A01;1;1;3;1;2002;5;2;6;-1;0;0;-1
202100020107;165A 684;A01;1;1;4;1;1987;9;2;6;-1;0;0;-1
202100000783;200A 313;A01;1;1;4;2;1984;5;8;0;-1;0;0;-1
202100008150;187A 151;A01;2;2;4;2;1995;9;2;0;-1;0;0;-1
202100028927;150A 025;A01;10;3;3;2;1994;3;0;-1;-1;5;B;1
202100003794;194A 974;A01;1;1;1;2;1943;3;1;-1;-1;0;0;-1
202100021608;163A 008;A01;1;1;2;1;1980;0;2;6;-1;-1;-1;-1
202100045173;120A 986;B01;2;2;1;2;1996;5;1;-1;-1;0;0;-1
202100049598;113A 089;A01;1;1;1;2;1996;1;1;-1;-1;-1;-1;-1
202100022843;160A 782;A01;1;1;3;2;1987;1;1;-1;-1;0;0;-1
202100010505;182A 947;A01;1;1;1;1;1968;9;0;-1;-1;0;0;-1
202100026099;155A 040;A01;2;2;4;1;2001;5;1;8;-1;-1;-1;-1
202100020834;164A 404;A01;1;1;4;2;1986;4;1;0;-1;-1;-1;-1
202100030414;147A 403;B01;2;2;4;2;1967;5;1;0;-1;0;0;-1
202100031053;146A 233;A01;1;1;1;2;1974;1;1;8;-1;-1;-1;-1
202100023466;159A 678;B01;1;1;1;2;1993;0;1;0;-1;-1;-1;-1
202100011696;180A 825;A01;1;1;3;1;1978;5;1;-1;-1;0;0;-1
202100036374;136A 684;A01;1;1;4;2;1999;0;1;0;-1;-1;-1;-1
202100016004;173A 061;B01;1;1;1;1;1999;5;1;-1;-1;0;0;-1
202100053202;106A 639;A01;1;1;4;1;2000;5;1;4;-1;-1;-1;-1
202100046875;117A 989;A01;10;3;3;2;1988;2;0;-1;-1;1;A;1
202100039928;130A 214;A01;1;1;4;2;2002;5;1;5;-1;-1;-1;-1
202100044229;122A 609;A01;1;1;1;2;1979;5;1;0;-1;-1;-1;-1
202100047963;116A 006;A01;1;1;1;2;1955;0;1;0;-1;-1;-1;-1
202100043010;124A 790;B01;1;1;4;2;1966;0;1;-1;-1;-1;-1;-1
202100040013;130A 070;A01;1;1;3;1;1999;0;2;-1;-1;0;0;-1
202100041947;126A 641;B01;1;1;4;2;1988;0;1;0;-1;-1;-1;-1
202100024211;158A 398;A01;1;1;1;2;2000;0;1;-1;-1;0;0;-1
202100048014;115A 918;A01;1;1;1;1;1989;4;8;0;-1;-1;-1;-1
202100032383;143A 885;A01;1;1;3;1;1991;5;1;-1;-1;0;0;-1
202100014626;175A 568;A01;1;1;4;2;1996;4;1;8;-1;-1;-1;-1
202100053981;105A 261;B01;1;1;4;1;2001;2;8;0;-1;-1;-1;-1
202100025818;155A 543;A01;1;1;1;1;1995;4;1;-1;-1;0;0;-1
202100021890;162A 505;A01;1;1;3;1;2006;5;2;6;-1;0;0;-1
202100006994;189A 256;A01;1;1;4;1;1988;5;2;6;-1;-1;-1;-1
202100046049;119A 444;A01;2;2;4;2;1997;0;1;0;-1;-1;-1;-1
202100029850;148A 436;B01;1;1;1;1;2001;0;1;5;-1;-1;-1;-1
202100015807;173A 417;A01;9;2;3;1;2001;0;1;-1;-1;0;0;-1
202100056030;101A 732;A01;1;1;4;2;1999;5;8;0;-1;-1;-1;-1
202100015136;174A 655;A01;1;1;4;1;1958;0;8;8;-1;-1;-1;-1
202100000407;200A 976;A01;1;1;1;1;1969;0;1;0;-1;-1;-1;-1
202100011370;181A 399;A01;1;1;1;1;1978;5;1;0;-1;0;0;-1
202100042142;126A 297;B01;1;1;1;1;1971;4;1;8;-1;-1;-1;-1
202100039982;130A 126;B01;1;1;2;1;2002;9;2;-1;-1;0;0;-1
202100026213;154A 844;A01;2;2;4;1;2000;5;1;-1;-1;0;0;-1
202100053420;106A 229;C01;1;1;1;1;1992;1;1;0;-1;-1;-1;-1
202100020024;165A 833;B01;1;1;1;1;1988;1;1;4;-1;-1;-1;-1
202100019102;167A 490;C01;1;1;4;2;1997;1;1;8;-1;-1;-1;-1
202100054520;104A 320;A01;1;1;2;1;1984;0;1;-1;-1;0;0;-1
202100030825;146A 664;A01;1;1;1;1;1965;5;8;0;-1;-1;-1;-1
202100038448;132A 920;A01;1;1;4;1;2001;5;2;6;9;0;0;-1
202100050520;111A 393;A01;1;1;1;1;1983;1;1;-1;-1;0;0;-1
202100010314;183A 271;B01;1;1;4;1;1998;4;8;0;-1;-1;-1;-1
202100006834;189A 566;B01;1;1;1;1;1984;9;8;0;-1;-1;-1;-1
202100001695;198A 760;A01;1;1;1;1;2002;5;1;8;-1;-1;-1;-1
